,title,casts
216,终结者,"阿诺·施瓦辛格,迈克尔·比恩,琳达·汉密尔顿,保罗·温菲尔德,兰斯·亨利克森,里克·罗索维奇,贝丝·莫塔,阿尔·伯恩,迪克·米勒,弗兰科·哥伦布,比尔·帕克斯顿,布莱恩·汤普森,小威廉·威谢尔,菲利普·戈登,哈丽特·梅丁,玛丽安妮·穆勒雷尔,达雷尔·马普森,Shawn,Schepps,Bruce,M.,Kerner,Brad,Rearden,Stan,Yale,Norman,Friedman,Barbara,Powers,Chino,'Fats',Williams"
217,飞龙猛将,"成龙,洪金宝,元彪,叶德娴,杨宝玲,元华,周比利,冯淬帆,乔宏,袁祥仁,钱嘉乐"
218,G4特工,"张智霖,黄秋生,李若彤,陈法蓉,王敏德,程峰,张睿羚"
219,战士帮,"迈克尔·贝克,詹姆斯·瑞马尔,Dorsey,Wrig"
220,鬼马保镖贼美人,"陈勋奇,钟楚红,董骠,郑则仕,陈友,玛利亚,张卫健"
221,心寒,"吴镇宇,朱茵,张家辉,李茏怡,邓健泓,许绍雄,骆应钧"
222,王子之剑,"艾瑞克·克里斯蒂安·奥森,凯瑟琳·奥克森伯格,亚历姗卓拉·保罗,克林特·霍华德,扎克·加利根"
223,少林子弟,"陈观泰,傅声,戚冠军,施思,江图"
224,惊爆新闻,"祖德·莱茵霍尔德,迈克尔·鲁克,罗伯特·考普,NoelleParker,金·达比"
225,女侠卖人头,"焦姣,王侠,陈亮,井淼"
226,群英会,"罗烈,姜大卫,金汉,何莉莉"
227,致命武器2,"梅尔·吉布森,丹尼·格洛弗,乔·佩西,乔斯·雅克兰德,德里克·奥康纳,帕齐·肯西特,达琳·洛夫,特蕾西·沃尔夫,Steve,Kahan,马克·罗斯顿,詹妮特·戈德斯坦恩,迪恩·诺里斯,Juney,Smith,内斯特·塞拉诺,Philip,Suriano"
228,神鬼奇兵,"杰夫·法赫,哈尔·霍尔布鲁克,埃涅·赫德森,FrankZagarino"
229,阳光警察,"冯德伦,李心洁,张智尧,王祖蓝"
230,碧血宝刀,"赵长军,李岩,侯月秋,夏菁,李颉"
231,南少林与北少林,"罗莽,江生,郭追,鹿峰,孙建,王龙威"
232,飞跃羚羊,"袁洁莹,黎姿,郑文雅,罗明珠,郑则士"
233,红孩儿,"张传丽,刘中群,江岛,丁华宠"
234,重金属,"梁琤,王盛德,陈启泰,李婉华"
235,盔甲,"MattMcColm,RonPerlman,JohnRhys-Davies"
236,战略突击手,"霍克·浩根HulkHogan,MatthewMcCurley,Lesley-AnneDown"
237,方世玉与洪熙官,"傅声,陈观泰,方心,陈全,冯克安"
238,西游记,"岳华,何藩,张仲文,彭鹏,高宝树,毛威,李影,田琛"
239,毒龙潭,"郑佩佩,岳华,罗烈,樊梅生"
240,波牛,"元彪,张国强,李赛凤,狄威"
241,地下兵工厂,"杨丽菁,李丽珍,徐宝华,郭追,李道谕,李子雄,仇云波,许绍雄,梁锦燊,周景扬"
242,给爸爸的信,"李连杰,梅艳芳,谢苗,于荣光"
243,教头发威,",狄龙,胡慧中,谷峰,陈惠敏,樊少皇"
244,笑破铁幕,"方·基默,彼得·库欣,Christopher,Villiers"
245,霹雳女狼星,"格雷格·科林斯,科斯塔斯·曼迪勒,乔治·穆德克,梅根·加拉格尔"
246,龙拳,"成龙,田俊,苗可秀"
247,明月刀雪夜歼仇,"狄龙,刘永,罗烈,尔冬升,顾冠忠,施思,陈萍,樊梅生,张冲,杨志卿,徐少强,顾冠忠,韦弘,欧阳莎菲,井淼,詹森,艾飞,徐忠信,袁祥仁,元彬,元华,钱似莺,元奎,袁日初,黄志强,袁信义"
248,着牛仔裤的钟馗,"成奎安,叶蕴仪,王小凤,叶子楣"
249,六指琴魔,"林青霞,元彪,刘嘉玲,林威,午马,徐锦江,郑爽"
250,生死战役,"迈克尔·杜迪考夫,托恩·洛茨,罗恩·哈珀"
251,天涯明月刀,"狄龙,罗烈,井莉,恬妮,谷峰"
252,魔鬼刺客,"杜夫·龙格尔,玛鲁施卡·迪特马斯,约翰·阿什顿"
253,旺角的天空,"任达华,钟丽缇,黄柏文,于荣光,陈启泰,童爱玲,罗家英"
254,等待黎明,"周润发,万梓良,叶童"
255,最高命令,"MichaelDudikoff,PaulWinfield"
256,暗杀第一夫人,"查尔斯·布朗森,吉尔·爱兰德,Stephen,Jan,Randy,Erik,迈克尔·安萨"
257,古惑女之决战江湖,"李丽珍,莫文蔚,唐文龙,吴镇宇,麦家琪"
258,杨过与小龙女,"张国荣,翁静晶,陈观泰,谷峰,顾冠忠,刘雪华"
259,都市热战,"克林特·伊斯特伍德,伯特·雷诺兹,简·亚历山大"
260,少林寺,"李连杰,于海,丁岚,于承惠,计春华,王光权,胡坚强,孙建魁,刘怀良,张建文,阎涤华,王珏,杜传扬,崔志强,寻峰,潘汉光,方平,潘清福,蒋洪波"
261,杀人者唐斩,"张丰毅,关之琳,莫少聪,张光北"
262,通天大盗,"杨紫琼,郑则仕,林子祥"
263,五毒天罗,"岳华,井莉,谷峰,王侠,詹森,李丽丽"
264,东方老虎,"任达华,李元霸,张志德,高飞,鹿村泰祥,王祖贤,仇云波,Winston,Ellis,苏菲亚,John,Ladalski"
265,魔鬼岛,杜夫·朗格DolphLundgren
266,杀出个黎明,"乔治·克鲁尼,昆汀·塔伦蒂诺,哈威·凯特尔,朱丽叶特·刘易斯,萨尔玛·海耶克,迈克尔·帕克斯,丹尼·特雷霍"
267,夺宝奇兵2,"哈里森·福特,凯特·卡普肖,关继威,阿莫瑞什·普瑞"
268,所罗门宝藏,"理查德·查伯兰,莎朗·斯通,赫伯特·罗姆,约翰·瑞斯-戴维斯,肯·甘普"
269,奇缘,"周润发,朱宝意,蓝洁瑛,狄威"
270,马路英雄,"张学友,李丽珍,莫少聪"
271,霹雳蓝天使,"杰米·李·柯蒂斯,罗恩·西维尔,克兰西·布朗,伊丽莎白·佩"
272,纽约王,"克里斯托弗·沃肯,大卫·卡罗素,劳伦斯·菲什伯恩"
273,冷面狙击手,"王敏德,胡枫,张敏"
274,48小时,"艾迪·墨菲,尼克·诺特,安妮特·奥图"
275,吉祥赌坊,"何莉莉,岳华,金峰,午马,樊梅生"
276,四骑士,"狄龙,姜大卫,陈观泰,王钟,井莉,仓田保昭,李丽丽"
277,大醉侠,"郑佩佩,岳华,杨志卿,陈鸿烈"
278,铁头皇帝,"李菁,申荣均,沈依,赵雄,郑雷,金琪珠,井淼,樊梅"
279,埋伏,"李菁,赵雄,杨志卿,王侠,石天"
280,金旋风,"苗可秀,谢贤,金川,田蜜"
281,破戒,"梁小龙,陈惠敏,陈会毅,茅瑛,王莱,鲁俊谷,洪金宝"
282,白头神探,"莱斯利·尼尔森,普瑞希拉·普雷斯利,里卡多·蒙特尔班,乔治·肯尼迪,O·J·辛普森,苏珊·博宾,南希·马钱德"
283,执法者,"周润发,李修贤,吴孟达,李丽丽,叶德娴,王锺,田丰,尹志强,秦沛,关海山,潘冰嫦"
284,沉底鳄,"万梓良,任达华,吕良伟,大岛由加利,黎汉持,伊雷"
285,虎胆女儿红,"恬妞,李美凤,惠英红,王莱"
286,咖喱辣椒,"周星驰,张学友,柏安妮,柯受良"
287,以毒攻毒,"史蒂文·席格,安东尼·安德森,迈克尔·加·怀特,DMX,艾赛亚·华盛顿,比尔·杜克,吉尔·亨内斯,伊娃·门德斯"
288,绝命急先锋,"PeterWeller,RobertHays"
289,五虎将,"狄龙,姜大卫,陈观泰,李修贤"
290,多情剑客无情剑,"狄龙,尔冬升,岳华,余安安,艾飞"
291,雷霆掃穴,"李修贤,毛舜筠,梁家仁"
292,少林搭棚大师,"刘家辉,惠英红,王龙威"
293,天鹰复仇记,"RachelMcLish,约翰·伊诺斯三世,埃德·劳特尔,马特·克拉克,迈克尔切姆平"
294,卫斯理传奇,"许冠杰,王祖贤,泰迪·罗宾,狄龙"
295,生死门,"傅声,郭追,罗莽,林珍奇,刘慧玲"
296,圆月弯刀,"尔冬升,岳华,林建明,汪明荃,王戎"
297,浣花洗剑,"岳华,罗烈,刘永,王戎,黃杏秀"
298,豪侠,"刘松仁,韦白,刘江,魏秋桦"
299,死亡预谋,"周里京,龚幼春,王艳梅"
300,壁虎,"岳华,罗烈,陈宝珠"
301,铁血骑警,"李修贤,卢惠光"
302,武林志,"张云溪,李俊峰,李德玉,戈春艳"
303,怒海红颜,"胡军,王茜,赵雪芹,陈国典,丛志军,傅晓东,姚二嘎"
304,叉手,"郭追,钱小豪,江生,朱客"
305,危情狂蝶,"韩青,王艳梅,吴丹"
306,中华警花,"胡慧中,孟庭丽,蓝海瀚,迈克尔·德帕斯夸尔,索非亚·克劳馥"
307,生死之间,"张晓林,崔杰,沈志美,何麟,郭浩,侯华,董艳博,张元,张兰,吴竞,姚侃,王静安,卢青,吴大刚,周天罡,徐顺林,方勇,吴规"
308,豪勇七蛟龙,"尤·伯连纳,埃里·瓦拉赫,史蒂夫·麦奎因,查尔斯·布朗森,罗伯特·沃恩,布拉德·德克斯特,詹姆斯·柯本,霍斯特·布赫霍尔茨"
309,魔剑侠情,"狄龙,傅声,尔冬升,井莉,罗烈,谷峰,惠英红,岳华,元华,元彬"
310,双侠,"陈星,刘忠良,茅瑛,梁家仁"
311,飞越危墙,"莫少聪,苗侨伟,大岛由加里,狄威,郭富城,陈嘉玲"
312,冷面虎,"王羽,冈田可爱,衣依,田俊"
313,魔鬼悍将,"杜夫·龙格尔,黄荣亮,Charlotte,Lewis,安东尼·约翰·邓尼森,蒂姆·金尼"
314,恶虎村,",舒佩佩,岳华,王侠,叶灵芝,詹森"
315,幸福之钟,"寺岛进,西田尚美,板尾创路,筱原凉子,铃木清顺"
316,黑道福星,",张国强,叶德娴,陈国新,陈欣健"
317,苦果,"肖雄,黄中秋,宝珣,马晓晴,方超"
318,碧血剑,"郭追,文雪儿,江生,井莉"
319,国王卫队,"埃里克·罗伯茨,朗·普尔曼,莱斯利-安·唐恩"
320,至尊黑杰克,"杜夫·龙格尔,弗雷德·威廉森,绍尔·鲁宾内克"
321,裸杀万里追,"柯纳·王尔德,赫特·范登贝赫,肯·甘普"
322,阴阳刀,"井莉,凌云,陈鸿烈,郑雷"
323,彪悍战将,"Don'TheDragon'Wilson,MichaelAndersonJr.,RoddyPiper,BrianWarren,KateGreenhouse"
324,无血无泪,"全度妍,李慧英,郑在咏"
325,魔鬼猎杀,"马丁·科夫,梅格·福斯特"
326,街市英雄,"白彪,郭追,鹿峰,罗莽,孙建"
327,老虎出更2,"李修贤,陈雅伦,张耀扬"
328,龙与地下城,"杰瑞米·艾恩斯,贾斯廷·威林,李·阿伦伯格,布鲁斯·佩恩,马龙·韦恩斯"
329,绝色神偷,"舒淇,张智霖,林熙蕾,吴君如,麦家琪,尹子维,阿曼达·斯特朗,颜颖思,虹萱,王晶"
330,边城浪子,"狄龙,陈勋奇,陈玉莲,袁咏仪,袁洁莹,张智霖,罗嘉良,冯克安"
331,少林五祖,",傅声,姜大卫,狄龙,戚冠军,王龙威,孟飞"
332,鹰王,"狄龙,李菁,井淼,郑雷,王钟"
333,突击魔鬼岭,"史蒂夫·麦奎因,鲍比·达林,费斯·帕克,哈里·古蒂诺,詹姆斯·柯"
334,拳斗,"邓光荣,白鹰,陈观泰,高雄,唐菁"
335,警察故事续集,"成龙,张曼玉,陈国新,楚原,曹查理"
336,五月魔女,"安吉拉·贝蒂斯,杰瑞米·西斯托,安娜·法瑞丝"
337,大决斗,"姜大卫,狄龙,谷峰,汪萍,虞慧"
338,飞刀手,"郑佩佩,罗烈,郑雷,杨志卿"
339,烽火怪杰,"艾德·哈里斯,理查德·马苏尔,勒内·阿萨"
340,黄飞鸿之铁鸡斗蜈蚣,"李连杰,陈百祥,袁咏仪,张敏"
341,大泽龙蛇,"郭碧川,孔祥玉,斯琴高娃,王伟平,翁国钧,张燕,郑毓芝"
342,总统特务,"ChuckNorris,DylanNeal,JenniferTung"
343,公仆2,"李修贤,周文健,黄柏文"
344,教头,"狄龙,赵雅芝,汪禹,谷峰"
345,三德和尚与舂米六,"洪金宝,陈星,冯克安,田俊,卢海鹏,午马,林正英,任世官"
346,五虎屠龙,"郑佩佩,金汉,岳华,张翼,罗烈"
347,神通术与小霸王,"程天赐,赵国,白彪,艾飞,顾冠忠"
348,猎鹰行动,"刘德华,钟楚红,郑则仕,吕良伟,狄威,刘兆铭,金兴贤,容惠雯,何美婷,玛利亚,沈威"
349,三角洲突击队2,查克·诺瑞斯
350,英雄正传,"狄龙,林青霞,黄百鸣"
351,猎魔群英,"胡慧中,李赛凤,万梓良,吕良伟,刘兆铭,吴镇宇"
352,生死拳速,"赵文卓,黄秋生,黎姿,李灿森,龙方,麦景婷,刘家荣,郑佩佩,惠英红,欧锦棠,李菲,林雪,麦德罗,惠天赐"
353,雪山特警,"SeanAstin,BruceCampbell,StacyKeach"
354,特工风云,"迈克尔·凯恩,杰森·康纳利,Yuri,Limonty,Tanya,Jackson"
355,弟子也疯狂,"汪禹,钱小豪,刘家辉,罗莽"
356,八宝奇兵,"张耀扬,石天"
357,冷血十三鹰,"狄龙,傅声,谷峰,施思,高雄"
358,饥饿海峡,"三国连太郎,左幸子,高仓健,加藤武,室田日出男"
359,终极使命,"比利·沃斯,史蒂夫·雷尔斯巴克,伊丽莎白·格瑞斯,柯宾·伯恩森"
360,超级学校霸王,"张卫健,郑伊健,刘德华,张学友,郭富城,任达华,邱淑贞,杨采妮,许志安,刘小慧,苑琼丹,吴耀汉,陈百祥,卢惠光"
361,大海盗,"狄龙,姜大卫,田青"
362,即时引爆,"汤姆·西斯摩尔,丹尼斯·霍珀,史蒂文·西格尔"
363,铁手无情,"罗烈,姜大卫,陈星,谷峰"
364,大冲撞,"翟维国,杰瑞,张晓敏,冯小红,雷叶,埃比·阿兰,罗京民,王虹,王哲,杨娟,郑文,陈晓佳"
365,虎穴屠龙之轰天陷阱,"吕良伟,方中信,翁虹,郑浩南,龙刚,,"
366,赎金危机,"帕齐·肯西特,尤尔根·普洛斯诺"
367,龙跨四海之致命情人,"任达华,柏原芳惠"
368,江湖龙虎斗,"周润发,邓光荣,谢贤,徐少强,甄妮,夏文汐,陈欣健"
369,企业战士,"Châu,Belle,Dinh,Williams,Belle,Malik,Diouf,Yann,Hnautra,Guylain,N'Guba-Boyeke,Charles,Perrière,Laurent,Piemontesi,Maher,Kamoun,Bruno,Flender,Amel,Djemel,Afida,Tahri,Abdelkrim,Bahloul,Nassim,Faid,Pascal,Léger,Frédéric,Pellegeay,托马斯·儒阿特"
370,十三太保,"姜大卫,狄龙,金汉,李丽丽"
371,七金刚,"杨紫琼,李宁,郑则仕"
372,我们曾是战士,"梅尔·吉布森,玛德琳·斯托,格雷戈·金尼尔,山姆·艾略特"
373,一哥,"万梓良,朱宝意,任达华,苗侨伟,麦洁雯"
374,超级霸王,PeteShanerWilliamZabka
375,黑侠2,"安志杰,西恩·马奎特,托宾·贝尔,乔·鲍里托,柯受良,尹子维"
376,枪王,"张国荣,方中信,黄卓玲,陈法蓉,谷德昭,陈望华"
377,赌尊,"林俊贤,万梓良,成奎安,秦豪"
378,无名火,"梁家仁,高飞,陈惠敏,夏文汐"
379,刀锋战士2,"韦斯利·斯奈普斯,克里斯·克里斯托佛森,朗·普尔曼,蕾奥娜·维埃拉,诺曼·瑞杜斯,托马斯·克莱舒曼,甄子丹"
380,猛龙过江,"李小龙,苗可秀,罗礼士"
381,玻璃樽,"成龙,舒淇,梁朝伟,周华健,任贤齐,陈松勇,金燕玲,刘以达,吴君如,李灿森,周星驰"
382,弃卒,"方中信,苗侨伟,吴家丽,郑浩南,罗烈,伊凡威,鲍方,龚嘉玲,马锐山,Bruce,Fontaine,元彬"
383,打擂台,"王龙威,高雄,吕良伟,阮天云,林凯玲"
384,荒江女侠,"郑佩佩,岳华,房勉,黄宗迅"
385,无名火,"杰夫·法赫,珍妮特·古恩,迪恩·斯托克维尔"
386,大劫案,"李修贤,陈观泰,岳华,王钟,凌云,林珍奇,井莉,刘午琪,芬妮,田青,叶灵芝,佟林,宗华,欧阳莎菲,江洋,夏萍,李鹏飞,王清河"
387,小鬼真难缠,"昌西·莱奥普拉迪,格雷厄姆·格林,迪·沃伦斯"
388,小毒龙,"岳华,施思,陈燕燕,詹森,樊梅生"
389,铁掌旋风腿,",茅瑛,白鹰"
390,飞渡卷云山,"成龙,梁小龙,田俊,刘明,汪萍"
391,卖命小子,"鹿峰,罗莽,郭追,江生,孙建"
392,蝙蝠传奇,"狄龙,凌云,刘永,尔冬升,井莉"
393,快活林,"狄龙,田青,朱牧,于峰,冯克安"
394,黄飞鸿少林拳,"关德兴,洪金宝,苗可秀,黄家达"
395,寻仇阴阳界,"郭景华,廖学秋,孙飞虎"
396,白玉老虎,"狄龙,谷峰,李丽丽,萧瑶"
397,风雷魔镜,"舒佩佩,王侠,井淼,詹森"
398,诱人的定情物,"杜澎,鲍海鸣,魏宗万"
399,金臂童,"孙建,罗莽,潘冰嫦,江生,鹿峰,郭追"
400,电单车,"狄龙,程可为,葛荻华,姜南"
401,楚留香,"狄龙,岳华,苗可秀,凌云,李菁,燕南希"
402,黑色走廊,"吕小龙,李虎城,刘冬,潘婕,许志群"
403,唐山大兄,"李小龙,田俊,衣依,苗可秀,林正英"
404,义胆雄心,"刘德华,万梓良,简慧真,陈惠敏,姚炜,邓光荣,吴孟达,邵音音,成奎安"
405,无间道2,"陈冠希,余文乐,曾志伟,黄秋生,吴镇宇,刘嘉玲,胡军,张耀扬,杜汶泽,连凯,廖启智,惠英红"
406,孔雀王子,"元彪,三上博史,安田成美,叶蕴仪,王小凤,绪形拳,高雄,刘家辉,左顿平,肯·博伊尔"
407,警贼兄弟,"张国强,何启南"
408,血溅八步,内详
409,黑灵官,"汪萍,唐菁,田丰"
410,西安杀戮,"董志华,陈继铭,徐小健,杜玉明"
411,十八般武艺,"刘家辉,小侯,惠英红,傅声"
412,无间道3：终极无间,"梁朝伟,刘德华,黎明,陈道明,陈慧琳,黄秋生,曾志伟,杜汶泽,郑秀文,刘嘉玲,林家栋,陈冠希,余文乐,尹扬明"
413,突击地平线,"迈克尔·帕尔,玛莎·格莱农"
414,蓝色霹雳火,"李修贤,梁家辉,郑文雅"
415,剑花烟雨江南,"成龙,陈慧楼,徐枫,马骥,佟林"
416,刺马,"狄龙,姜大卫,陈观泰,井莉"
417,罪恶煞星,"WayneCrawford,MartinHewitt"
418,龙虎斗,"王羽,罗烈,汪萍,赵雄,房勉,郑雷,陈星,王钟,董力,游龙,江玲,No,Tsai,Kuang,Yu,Wang,Chi,Ping,Chang,Shih-Ou,Chang"
419,五毒,"郭振锋,孙建,江生"
420,虎胆,"岳华,郑佩佩,吴风,罗维"
421,叛离边缘,杰夫·温科特
422,马戏小子,"元彪,甄子丹,温碧霞,午马"
423,马哥波罗,",傅声,Richard,Harrison,刘家辉"
424,公元2000,"郭富城,吴彦祖"
425,挖洞人,"张世,韦苓,夏靖庭,倪敏然,程秀瑛"
426,黑三角,"凌元,雷明,张平,刘佳"
427,少林与武当,"罗莽,孙建,江生,文雪儿"
428,拳精,"成龙,田俊,石天,武文秀,李桐春,方秀一,王清,王光裕,李文泰,李海龙,高强,李昆,李清富,谢铭文,彭贤章,王耀烜,武德山,江志平,徐沅"
429,无间道,"刘德华,梁朝伟,黄秋生,曾志伟,郑秀文,陈慧琳,陈冠希,余文乐,杜汶泽,林家栋,萧亚轩"
430,天下第一剑,"鲁平,祝菁,高鸣,韩江,卢苇,赵强,罗棋,李冠章,蒋青峰,金利生,川原,凌霄,罗汉,闵敏,太郎"
431,唐人街小子,"傅声,余莎莉,邵音音,郭追"
432,长辈,",刘家良,惠英红,王龙威,麦德罗"
433,战神滩,"王羽,龙飞,田野,薛汉"
434,烈女镖客,"克林特·伊斯特伍德,雪莉·麦克雷恩,曼努埃尔·法夫雷加斯"
435,鬼流星,"苗可秀,谢贤,罗维"
436,黑白森林,"黄秋生,刘青云,陈小春,吴镇宇,钟欣桐,黄浩然,张"
437,大佬爱美丽,"吴彦祖,陈奕迅,莫文蔚,罗家英,杜汶泽,元彪,冯德伦,成龙,谢霆锋,李灿森,郑秀文,叶山豪,李健仁"
438,洪拳小子,"傅声,戚冠军,江图,陆剑明"
439,飞燕金刀,"秦萍,唐菁,岳华,高宝树"
440,暗战2,"郑伊健,刘青云,林熙蕾,许绍雄"
441,洪拳与咏春,"傅声,戚冠军,刘家辉,陈依龄"
442,黄面老虎,"王道,张艾嘉,查克·诺瑞斯,钱月笙,林正英"
443,蜀山传,"郑伊健,张柏芝,古天乐,谭耀文,林熙蕾,洪金宝,章子怡,吴京,刘洵,吴樾"
444,超级特工,"文森特·卡索,莫妮卡·贝鲁奇,安德烈·杜索里埃,夏尔·贝尔林"
445,火烧红莲寺之江湖奇侠,"王羽,秦萍,冯宝宝,高宝树,凌波"
446,壮志豪情,"莫少聪,何家劲,苗侨伟,高明骏"
447,新扎师兄,"陈冠希,钟欣潼,谢霆锋,任达华,林雪,舒高"
448,诸神混乱之女神陷阱,"琳达·哈蒂,托马斯·克莱舒曼,夏洛特·兰普林,亚纳·柯勒特,弗雷德里克·皮耶罗,Thomas,M.,Pollard,Joe,Sheridan,Corinne,Jaber,Olivier,Achard,Jerry,Di,Giacomo,Dominique,Mahut,Gary,Cowan,Augustin,Legrand,Javon,Constantin,Owen,Steketee"
449,警界争雄,"丹尼尔·奥特伊,热拉尔·德帕迪约,安德烈·杜索里埃,罗什迪·泽姆,瓦莱丽亚·戈利诺"
450,刀锋战士3,"韦斯利·斯奈普斯,克里斯·克里斯托佛森,多米尼克·珀塞尔,杰西卡·贝尔,瑞恩·雷诺兹,叶芳华"
451,风流断剑小小刀,"狄龙,傅声,谷峰,施思,"
452,少林三十六房,"刘家辉,罗烈,刘家荣,徐少强,张午郎,唐伟成,吴杭生,汪禹,矮冬瓜,陈会毅,陈龙,詹森,陈思佳"
453,狼犬丹尼,"李连杰,摩根·弗里曼,鲍勃·霍斯金斯,凯瑞·康顿,文森特·里根"
454,三岔口,"吴彦祖,郭富城,郑伊健,罗嘉良,李心洁,宁静,于荣光,阮民安,彭敬慈,林海峰,曾志伟,李灿森,林雪,梁俊一,赵雪妃"
455,实尾岛,"薛景求,安圣基,许峻豪,郑在咏,姜声振,姜信日,郑柔美,金康宇,林元熙"
456,飞侠小白龙,"张柏芝,吴镇宇,安志杰,邓健泓,阮小仪,许绍雄,雪妮"
457,少林木人巷,"成龙,黄正利,元彪"
458,戴手铐的旅客,"于洋,马树超,赵子岳,蔡明"
459,丁丁历险记:金毛号宝藏之迷,"让-皮埃尔塔尔博特,GeorgesWilson,GeorgesLoriot"
460,大刺客,"王羽,焦姣,李香君,田丰,黄宗迅"
461,决战帝国,"让·雷诺,Arly,Jover,劳拉·莫兰特,若塞林·奎夫林"
462,死亡契约,"摩根·弗里曼,约翰·库萨克"
463,红圈,"阿兰·德龙,布尔维尔,吉安·马里亚·沃隆特,伊夫·蒙当,保罗·克罗谢,弗朗索瓦·佩里埃"
464,霸王花,"胡慧中,惠英红,罗芙洛,柏安妮,杜德伟,吴君如,陈雅伦,简慧真,丁宁,陈佩珊,冯淬帆,楼南光,董骠,周文健,成奎安"
465,名剑,"郑少秋,徐少强,高雄,陈琪琪,刘兆铭,徐杰"
466,夜宴,"章子怡,葛优,吴彦祖,周迅,马精武,黄晓明,周中和,曾秋生,徐熙颜,刘燕斌,马仑,项斌,郑春雨"
467,雾都茫茫,"颜世魁,庞敏,吴竞"
468,蓝莓上尉,"欧内斯特·博格宁,朱丽叶特·刘易斯,迈克尔·马德森,文森特·卡索"
469,射雕英雄传续集,",傅声,郭佑华,李修贤,李艺民"
470,三闯少林,",尔冬升,白彪,高飞,詹森"
471,神秘的大佛,"刘晓庆,葛存壮,江庚辰"
472,龙门客栈,"徐枫,上官灵凤,苗天,韩英杰,石隽,"
473,墨攻,"刘德华,安圣基,范冰冰,王志文,吴奇隆,钱小豪,崔始源,午马,洪天照,于承惠,林永健"
474,蛇鹤八步,"成龙,苗可秀,金刚"
475,血洒天牢,"施思,罗烈,凌玲,金琪珠"
476,巧奔妙逃,"黄宏,魏宗万"
477,上海滩十三太保,"狄龙,姜大卫,梁家仁,王羽,李修贤,刘德华,陈观泰,朱海玲"
478,皇家师姐4：直击证人,"甄子丹,杨丽菁,王敏德,袁日初"
479,神鞭,"王亚为,徐守莉,陈宝国,张嬿"
480,冲出亚马逊,"侯勇,穆立新,汤姆·巴特勒,JR·波恩,强·库斯勃特"
481,千门八将,"刘永,陈观泰,罗烈,艾飞,詹森"
482,夺魂铃,"张翼,秦萍,赵心妍,田琛,谷峰,林蛟,李允中,午马,杨志卿"
483,中华丈夫,"刘家辉,袁小田,仓田保昭,水野结花"
484,十四女英豪,"何莉莉,井淼,凌波,卢燕,岳华,李菁"
485,残缺,"陈观泰,鹿峰,郭追,罗莽,孙建,潘冰嫦"
486,黄河大侠,"于承惠,靳德茂,淳于珊珊,赵志刚,计春华,万琼"
487,武馆,"刘家辉,谷峰,惠英红,麦德罗,王龙威"
488,赤壁(上),"梁朝伟,金城武,张丰毅,张震,胡军,林志玲,赵薇,尤勇,中村狮童,宋佳,臧金生,巴森,侯勇,王庆祥,马精武,佟大为"
